Expense_ID,Department,Category,Vendor,Amount_INR,Budget_Allocated_INR,Variance_INR,Expense_Date,Approval_Status,Payment_Mode,Fiscal_Year,Remarks
EXP-00084,Marketing,Training,Google Cloud,31705,30836.74,868.26,12/05/2024,Approved,Vendor Credit,FY2024-2025,
EXP-00232,Finance,Software Licenses,Wipro,68786,71406.79,-2620.79,2024-09-05,Rejected,Vendor Credit,FY2024-2025,Under review
EXP-00526,Operations,Recruitment,Jira,160198,159898.99,299.01,2024-07-07,Approved,Credit Card,FY2024-2025,
EXP-00070,HR,Office Supplies,Zoom,385403,,28329.64,2024-08-16,Approved,Petty Cash,FY2024-2025,Urgent
EXP-00394,Sales,Software Licenses,TCS,211236,224181.03,-12945.03,2024-02-22,Pending,Vendor Credit,FY2023-2024,
EXP-00255,HR,Software Licenses,Oracle,177999,164780.06,13218.94,2025-01-16,Approved,Credit Card,FY2024-2025,
EXP-00571,Support,Recruitment,Wipro,421120,523406.55,-102286.55,2024-06-11,Rejected,Credit Card,FY2024-2025,
EXP-00798,HR,Office Supplies,Jira,457162,493650.62,-36488.62,2024-02-02,Approved,Petty Cash,FY2023-2024,One-time
EXP-00848,HR,Travel,Infosys,70751,,-103.65,2024-07-25,Approved,Petty Cash,FY2024-2025,One-time
EXP-00962,Marketing,Salaries,TCS,360402,439137.03,-78735.03,2023-05-17,Pending,Petty Cash,FY2023-2024,One-time
EXP-00657,,Office Supplies,Google Cloud,-364146,312185.55,51960.45,2023-11-15,Pending,Petty Cash,FY2023-2024,Urgent
EXP-00082,Operations,Maintenance,Infosys,68610,85073.21,-16463.21,2025-03-11,Pending,Petty Cash,FY2024-2025,Urgent
EXP-00633,Support,Recruitment,TCS,135822,174308.75,-38486.75,2023-06-21,Pending,Bank Transfer,FY2023-2024,Under review
EXP-00102,Sales,Cloud Infrastructure,Zoom,345563,301764.7,43798.3,2024-02-28,Pending,Petty Cash,FY2023-2024,
EXP-00136,Engineering,Cloud Infrastructure,SAP,156894,163264.05,,2024-12-28,Approved,Vendor Credit,FY2024-2025,One-time
EXP-00963,Operations,Consulting Fees,SAP,61984,49905.3,12078.7,13/06/2023,Approved,Bank Transfer,FY2023-2024,
EXP-00653,Operations,Cloud Infrastructure,SAP,369543,335826.66,33716.34,2025-03-04,Approved,Credit Card,FY2024-2025,Recurring
EXP-00097,Finance,Recruitment,Salesforce,22047,18732.65,3314.35,2023-08-28,Approved,Vendor Credit,FY2023-2024,
EXP-00973,Support,Cloud Infrastructure,TCS,459776,483816.84,-24040.84,2023-11-22,Approved,Credit Card,FY2023-2024,Under review
EXP-00868,,Office Supplies,Freshdesk,7126,6813.12,312.88,2024-01-24,Approved,Credit Card,FY2023-2024,Duplicate entry
EXP-00374,Operations,Salaries,Wipro,240283,238054.36,2228.64,2024-08-03,Approved,Credit Card,FY2024-2025,Duplicate entry
EXP-00768,Marketing,Office Supplies,Freshdesk,390911,466963.63,-76052.63,2023-09-30,Approved,Bank Transfer,FY2023-2024,
EXP-00650,Operations,Travel,Freshdesk,129860,115706.78,14153.22,2023-04-11,Approved,Petty Cash,FY2023-2024,One-time
EXP-00314,Finance,Cloud Infrastructure,SAP,486522,422407.6,64114.4,2023-08-10,Rejected,Vendor Credit,FY2023-2024,
EXP-00366,Operations,Maintenance,Internal,104377,105713.39,-1336.39,2023-01-17,Approved,Petty Cash,FY2022-2023,
EXP-00992,Support,Consulting Fees,Microsoft Azure,385423,436848.89,-51425.89,2023-01-30,Approved,Petty Cash,FY2022-2023,
EXP-00463,Support,Salaries,Wipro,39349,,-5428.59,2023-09-11,Approved,Vendor Credit,FY2023-2024,Duplicate entry
EXP-00265,Marketing,Maintenance,Wipro,211242,197885.54,13356.46,2024-03-29,Pending,Credit Card,FY2023-2024,
EXP-00585,Finance,Office Supplies,Infosys,192510,241497.34,-48987.34,2025-01-26,Approved,Vendor Credit,FY2024-2025,
EXP-00945,Finance,Training,Internal,372529,330444.99,42084.01,2024-03-11,Approved,Credit Card,FY2023-2024,
EXP-00353,Support,Marketing Spend,Adobe,124174,134999.2,-10825.2,2025-01-20,Approved,Credit Card,FY2024-2025,
EXP-00597,Support,Salaries,Freshdesk,1513418,1861019.9,-347601.9,2024-10-03,Approved,Bank Transfer,FY2024-2025,Under review
EXP-00450,Finance,Consulting Fees,Slack,88024,75983.5,12040.5,2024-01-24,Pending,Petty Cash,FY2023-2024,Duplicate entry
EXP-00661,Engineering,Consulting Fees,Internal,155428,159304.06,-3876.06,2023-04-25,Approved,Vendor Credit,FY2023-2024,Recurring
EXP-00525,Engineering,Training,TCS,9342,8812.44,529.56,2024-03-01,Approved,Petty Cash,FY2023-2024,
EXP-00388,Sales,Consulting Fees,HubSpot,459794,495521.89,-35727.89,2023-11-26,Approved,Credit Card,FY2023-2024,Urgent
EXP-00485,Engineering,Marketing Spend,Zoom,1152819,976232.83,176586.17,2024-02-07,Approved,Credit Card,FY2023-2024,Under review
EXP-00016,,Travel,Zoom,124434,102991.71,21442.29,2023-05-08,Rejected,Bank Transfer,FY2023-2024,Duplicate entry
EXP-00038,Sales,Recruitment,Google Cloud,337273,283126.71,54146.29,2023-04-21,Approved,Vendor Credit,FY2023-2024,
EXP-00589,Support,Marketing Spend,HubSpot,366383,,-3244.17,2024-03-22,Pending,Petty Cash,FY2023-2024,
EXP-00879,Operations,Office Supplies,Infosys,185302,,144.37,2023-01-17,Approved,Credit Card,FY2022-2023,
EXP-00618,Engineering,Marketing Spend,Zoom,1730163,1962863.34,-232700.34,2024-10-04,Rejected,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00117,Marketing,Software Licenses,Adobe,431195,354014.53,77180.47,2023-02-24,Approved,Bank Transfer,FY2022-2023,Under review
EXP-00833,Operations,Hardware,Internal,468114,486733.61,-18619.61,16/11/2024,Approved,Credit Card,FY2024-2025,Under review
EXP-00731,Marketing,Recruitment,Slack,106866,111424.06,-4558.06,2023-06-01,Pending,Petty Cash,FY2023-2024,Under review
EXP-00997,Finance,Maintenance,Jira,136390,114143.32,22246.68,2023-04-12,Approved,Credit Card,FY2023-2024,
EXP-00771,HR,Consulting Fees,Wipro,184423,189513.63,-5090.63,2025-01-22,Approved,Vendor Credit,FY2024-2025,
EXP-00612,Sales,Hardware,TCS,135949,145617.13,-9668.13,2025-01-07,Approved,Credit Card,FY2024-2025,
EXP-00279,Sales,Recruitment,Salesforce,355013,433873.38,-78860.38,2024-08-28,Approved,Vendor Credit,FY2024-2025,
EXP-00608,Marketing,Software Licenses,TCS,-381127,468418.11,-87291.11,2023-03-21,Pending,Credit Card,FY2022-2023,
EXP-00130,Support,Consulting Fees,TCS,229598,234101.51,-4503.51,2023-02-16,Pending,Vendor Credit,FY2022-2023,One-time
EXP-00293,Operations,Hardware,Google Cloud,352503,351974.97,,2023-07-11,Approved,Bank Transfer,FY2023-2024,Under review
EXP-00933,Support,Training,Jira,404119,507789.71,-103670.71,30/01/2025,Pending,Credit Card,FY2024-2025,
EXP-00969,Support,Office Supplies,Google Cloud,237486,,-62189.72,2024-09-10,Approved,Credit Card,FY2024-2025,Duplicate entry
EXP-00326,Support,Maintenance,Jira,433693,367031.48,66661.52,06/01/2024,Approved,Vendor Credit,FY2023-2024,Urgent
EXP-00792,Engineering,Travel,Infosys,96611,108653.68,-12042.68,2024-01-06,Rejected,Vendor Credit,FY2023-2024,Urgent
EXP-00927,Engineering,Marketing Spend,Zoom,183443,197492.61,-14049.61,2024-07-03,Pending,Vendor Credit,FY2024-2025,Recurring
EXP-00722,Engineering,Software Licenses,Freshdesk,174207,212011.61,-37804.61,2024-11-01,Approved,Vendor Credit,FY2024-2025,Recurring
EXP-00345,Marketing,Cloud Infrastructure,Oracle,396708,357430.06,39277.94,2024-04-28,Approved,Credit Card,FY2024-2025,Under review
EXP-00946,Support,Marketing Spend,Microsoft Azure,341837,347284.19,-5447.19,2023-11-19,Approved,Bank Transfer,FY2023-2024,
EXP-00088,HR,Consulting Fees,Freshdesk,376158,339960.48,36197.52,2023-03-28,Approved,Vendor Credit,FY2022-2023,
EXP-00694,Operations,Cloud Infrastructure,Zoom,458826,457487.77,1338.23,2023-10-07,Approved,Bank Transfer,FY2023-2024,One-time
EXP-00186,Support,Maintenance,HubSpot,420952,369624.75,51327.25,2024-08-03,Approved,Vendor Credit,FY2024-2025,
EXP-00964,HR,Consulting Fees,Infosys,337906,276385.51,61520.49,2023-11-18,Approved,Bank Transfer,FY2023-2024,Duplicate entry
EXP-00153,Sales,Office Supplies,Jira,164440,178586.21,-14146.21,2023-07-28,Approved,Vendor Credit,FY2023-2024,
EXP-00644,Engineering,Recruitment,Adobe,32187,34475.03,-2288.03,2025-02-19,Pending,Credit Card,FY2024-2025,One-time
EXP-00260,Support,Recruitment,AWS,324601,287171.81,37429.19,2024-07-07,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00951,Operations,Cloud Infrastructure,Freshdesk,331654,268479.61,63174.39,2024-08-12,Approved,Credit Card,FY2024-2025,Urgent
EXP-00760,Marketing,Travel,Oracle,44661,41481.31,3179.69,2024-03-06,Approved,Petty Cash,FY2023-2024,
EXP-00402,Support,Software Licenses,Freshdesk,453730,510152.61,-56422.61,2024-09-27,Pending,Petty Cash,FY2024-2025,Recurring
EXP-00983,Sales,Training,HubSpot,423764,405457.04,18306.96,2023-01-07,Pending,Credit Card,FY2022-2023,Recurring
EXP-00847,Sales,Marketing Spend,Oracle,144259,121518.78,22740.22,2023-09-25,Approved,Bank Transfer,FY2023-2024,One-time
EXP-00647,HR,Marketing Spend,Infosys,147402,124565.51,22836.49,2024-12-07,Pending,Petty Cash,FY2024-2025,Recurring
EXP-00528,Marketing,Training,Internal,225623,,,2024-07-18,Approved,Petty Cash,FY2024-2025,
EXP-00965,Engineering,Utilities,AWS,166425,135189.43,31235.57,2023-10-30,Pending,Vendor Credit,FY2023-2024,Recurring
EXP-00018,Operations,Marketing Spend,Internal,273290,311758.25,-38468.25,2024-07-07,Pending,Credit Card,FY2024-2025,Recurring
EXP-00529,Finance,Cloud Infrastructure,SAP,128602,114727.23,13874.77,2023-09-10,Approved,Vendor Credit,FY2023-2024,
EXP-00936,Support,Travel,Jira,4800245,5636583.53,-836338.53,2024-06-24,Pending,Vendor Credit,FY2024-2025,One-time
EXP-00134,Engineering,Recruitment,Microsoft Azure,209161,233184.37,-24023.37,2024-05-10,Pending,Credit Card,FY2024-2025,Duplicate entry
EXP-00167,,Hardware,HubSpot,152175,193269.34,-41094.34,2023-08-30,Approved,Credit Card,FY2023-2024,
EXP-00874,Marketing,Training,Wipro,57859,64236.01,-6377.01,2024-03-31,Approved,Petty Cash,FY2023-2024,Recurring
EXP-00116,Finance,Software Licenses,Oracle,472955,469734.61,3220.39,20/08/2024,Approved,Petty Cash,FY2024-2025,
EXP-00357,Engineering,Cloud Infrastructure,Wipro,489458,631283.82,-141825.82,2024-11-05,Approved,Credit Card,FY2024-2025,
EXP-00418,Operations,Recruitment,SAP,477763,,-42558.59,2023-07-31,Approved,Bank Transfer,FY2023-2024,One-time
EXP-00157,Finance,Salaries,Google Cloud,49062,62332.62,-13270.62,2024-05-18,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00062,Marketing,Salaries,Internal,304215,327764.48,-23549.48,2024-08-21,Approved,Petty Cash,FY2024-2025,Urgent
EXP-00516,Sales,Utilities,Internal,279164,339590.04,-60426.04,2024-12-30,Pending,Petty Cash,FY2024-2025,
EXP-00890,Engineering,Recruitment,Zoom,239465,273381.19,-33916.19,2023-10-21,Rejected,Bank Transfer,FY2023-2024,
EXP-00655,HR,Software Licenses,Adobe,327656,330558.96,-2902.96,2024-09-11,Approved,Bank Transfer,FY2024-2025,One-time
EXP-00744,Operations,Salaries,Internal,-481907,574285.49,-92378.49,2023-05-12,Approved,Vendor Credit,FY2023-2024,
EXP-00286,HR,Marketing Spend,Infosys,1608463,1418787.56,189675.44,2023-01-17,Approved,Petty Cash,FY2022-2023,
EXP-00278,Operations,Software Licenses,SAP,141903,179555.76,-37652.76,2024-04-12,Approved,Vendor Credit,FY2024-2025,Urgent
EXP-00273,Sales,Recruitment,Wipro,441309,483917.39,-42608.39,2024-02-02,Approved,Bank Transfer,FY2023-2024,
EXP-00518,Finance,Travel,AWS,80966,103931.53,-22965.53,2023-12-17,Approved,Credit Card,FY2023-2024,Recurring
EXP-00728,Support,Utilities,SAP,294015,276075.45,17939.55,2024-06-30,Approved,Bank Transfer,FY2024-2025,Recurring
EXP-00039,Support,Salaries,Freshdesk,153303,177135.38,-23832.38,2023-06-15,Approved,Bank Transfer,FY2023-2024,
EXP-00724,Finance,Recruitment,Google Cloud,211411,252479.02,-41068.02,16/03/2025,Pending,Bank Transfer,FY2024-2025,One-time
EXP-00761,Support,Maintenance,HubSpot,373244,480332.25,-107088.25,2023-11-25,Approved,Credit Card,FY2023-2024,Recurring
EXP-00022,Sales,Travel,Jira,267652,,-13213.99,2024-07-05,Pending,Petty Cash,FY2024-2025,One-time
EXP-00448,Operations,Consulting Fees,Wipro,220365,282212.24,-61847.24,2025-02-23,Approved,Petty Cash,FY2024-2025,
EXP-00141,,Training,Microsoft Azure,311812,335222.12,-23410.12,2025-01-26,Pending,Vendor Credit,FY2024-2025,Urgent
EXP-00344,Sales,Salaries,Adobe,54662,46375.08,8286.92,2024-04-14,Approved,Vendor Credit,FY2024-2025,
EXP-00168,HR,Utilities,HubSpot,173148,159275.15,13872.85,16/10/2024,Approved,Vendor Credit,FY2024-2025,Recurring
EXP-00749,Operations,Marketing Spend,HubSpot,467487,504063.51,-36576.51,2023-09-11,Approved,Credit Card,FY2023-2024,Urgent
EXP-00073,Engineering,Utilities,HubSpot,-320442,347695.36,-27253.36,2025-02-03,Pending,Credit Card,FY2024-2025,Recurring
EXP-00896,Finance,Travel,Google Cloud,452049,552989.04,-100940.04,2023-05-05,Approved,Vendor Credit,FY2023-2024,Recurring
EXP-00384,Support,Cloud Infrastructure,Infosys,478495,412509.84,65985.16,2023-03-22,Approved,Vendor Credit,FY2022-2023,
EXP-00980,Engineering,Office Supplies,SAP,20639,18677.73,1961.27,2023-04-04,Approved,Credit Card,FY2023-2024,Recurring
EXP-00972,Finance,Recruitment,Slack,434916,402840.15,32075.85,2025-03-25,Approved,Vendor Credit,FY2024-2025,Urgent
EXP-00432,HR,Consulting Fees,Salesforce,187040,,-9687.63,2024-03-29,Approved,Vendor Credit,FY2023-2024,Under review
EXP-00622,Marketing,Travel,SAP,108129,97670.78,10458.22,2025-01-31,Pending,Petty Cash,FY2024-2025,Urgent
EXP-00253,Support,Software Licenses,Internal,496893,539724.06,-42831.06,2024-05-14,Approved,Petty Cash,FY2024-2025,
EXP-00312,Support,Software Licenses,Freshdesk,315242,353921.75,-38679.75,2023-08-29,Rejected,Petty Cash,FY2023-2024,Urgent
EXP-00878,Sales,Consulting Fees,Wipro,223813,205492.11,18320.89,2023-12-12,Approved,Credit Card,FY2023-2024,
EXP-00645,Marketing,Marketing Spend,Internal,366449,378351.62,-11902.62,31/01/2023,Pending,Credit Card,FY2022-2023,
EXP-00008,,Cloud Infrastructure,Oracle,25682,30711.55,-5029.55,2025-02-12,Approved,Petty Cash,FY2024-2025,
EXP-00487,Engineering,Training,Jira,45078,46626.72,-1548.72,2023-05-16,Approved,Vendor Credit,FY2023-2024,
EXP-00730,Marketing,Utilities,Jira,359864,417616.71,-57752.71,29/03/2025,Rejected,Credit Card,FY2024-2025,
EXP-00221,Support,Travel,Jira,378394,417751.85,-39357.85,2024-05-18,Approved,Bank Transfer,FY2024-2025,
EXP-00276,Sales,Consulting Fees,Slack,244293,308057.15,-63764.15,2023-09-24,Approved,Vendor Credit,FY2023-2024,Urgent
EXP-00985,Engineering,Hardware,Zoom,438697,394827.65,43869.35,2023-06-21,Approved,Vendor Credit,FY2023-2024,Under review
EXP-00043,HR,Recruitment,Freshdesk,494478,425644.3,68833.7,2024-07-11,Approved,Petty Cash,FY2024-2025,Recurring
EXP-00503,HR,Training,Oracle,90424,98893.58,-8469.58,2024-07-10,Approved,Bank Transfer,FY2024-2025,
EXP-00142,Support,Training,Wipro,391262,331538.21,59723.79,2024-08-02,Approved,Credit Card,FY2024-2025,
EXP-00162,HR,Consulting Fees,Freshdesk,97915,,12794.13,2024-07-09,Pending,Credit Card,FY2024-2025,Urgent
EXP-00098,Support,Consulting Fees,Oracle,360413,394450.86,-34037.86,2024-02-27,Approved,Petty Cash,FY2023-2024,Duplicate entry
EXP-00986,Marketing,Utilities,Jira,211741,259695.42,-47954.42,2023-10-02,Approved,Bank Transfer,FY2023-2024,Under review
EXP-00375,Marketing,Software Licenses,Google Cloud,252414,300603.15,-48189.15,2024-05-06,Pending,Bank Transfer,FY2024-2025,
EXP-00268,Marketing,Maintenance,TCS,182510,171655.83,10854.17,2024-03-23,Approved,Credit Card,FY2023-2024,
EXP-00624,Support,Office Supplies,TCS,269988,246791.93,23196.07,2024-12-18,Approved,Credit Card,FY2024-2025,Under review
EXP-00078,Support,Maintenance,Zoom,3713747,3704060.42,9686.58,2024-09-18,Approved,Bank Transfer,FY2024-2025,
EXP-00785,Sales,Travel,Jira,172544,204995.71,-32451.71,2023-11-18,Approved,Petty Cash,FY2023-2024,Urgent
EXP-00325,HR,Office Supplies,Internal,-127359,114724.18,12634.82,2025-02-19,Approved,Petty Cash,FY2024-2025,
EXP-00296,Support,Salaries,Wipro,372228,403678.43,,2023-06-10,Rejected,Credit Card,FY2023-2024,Under review
EXP-00310,Operations,Recruitment,Wipro,168643,164538.24,4104.76,2023-07-01,Approved,Credit Card,FY2023-2024,Recurring
EXP-00161,Marketing,Marketing Spend,Oracle,462507,382064.83,80442.17,04/03/2025,Approved,Vendor Credit,FY2024-2025,
EXP-00716,Sales,Utilities,AWS,267508,263079.68,4428.32,2023-09-24,Rejected,Credit Card,FY2023-2024,
EXP-00901,Operations,Office Supplies,Salesforce,390884,374286.3,16597.7,2024-07-17,Approved,Vendor Credit,FY2024-2025,One-time
EXP-00317,Finance,Maintenance,Slack,459680,442515.12,17164.88,2023-02-21,Approved,Bank Transfer,FY2022-2023,Urgent
EXP-00989,Sales,Salaries,Microsoft Azure,-300675,324757.98,-24082.98,2023-08-05,Approved,Bank Transfer,FY2023-2024,One-time
EXP-00857,Finance,Utilities,Adobe,465199,577067.33,-111868.33,2023-08-28,Approved,Bank Transfer,FY2023-2024,
EXP-00422,Marketing,Training,Adobe,166289,178135.73,-11846.73,2025-02-16,Approved,Vendor Credit,FY2024-2025,Under review
EXP-00190,Finance,Software Licenses,HubSpot,246882,237164.36,9717.64,2024-05-21,Approved,Vendor Credit,FY2024-2025,
EXP-00773,Engineering,Cloud Infrastructure,HubSpot,51577,56897.67,-5320.67,2023-12-30,Rejected,Petty Cash,FY2023-2024,
EXP-00510,Finance,Salaries,Zoom,297578,298238.42,-660.42,2023-01-20,Approved,Bank Transfer,FY2022-2023,
EXP-00333,Support,Marketing Spend,Salesforce,95596,78741.84,16854.16,2023-06-08,Approved,Petty Cash,FY2023-2024,
EXP-00077,Sales,Recruitment,AWS,56472,62808.17,-6336.17,2023-09-21,Approved,Vendor Credit,FY2023-2024,
EXP-00044,Finance,Office Supplies,AWS,473688,570098.88,-96410.88,2024-06-13,Pending,Bank Transfer,FY2024-2025,One-time
EXP-00464,Engineering,Travel,Zoom,143902,164879.64,-20977.64,2023-12-02,Approved,Credit Card,FY2023-2024,Duplicate entry
EXP-00229,HR,Maintenance,TCS,345077,406184.97,-61107.97,16/11/2024,Approved,Credit Card,FY2024-2025,
EXP-00245,HR,Cloud Infrastructure,Salesforce,494859,567526.83,,2024-12-22,Approved,Petty Cash,FY2024-2025,
EXP-00302,Finance,Hardware,SAP,443452,575687.89,-132235.89,2024-11-08,Approved,Petty Cash,FY2024-2025,
EXP-00719,,Recruitment,Zoom,40368,44470.92,-4102.92,2023-01-17,Approved,Vendor Credit,FY2022-2023,
EXP-00249,Marketing,Hardware,Internal,471872,566563.03,-94691.03,2024-01-21,Approved,Vendor Credit,FY2023-2024,
EXP-00999,Marketing,Salaries,Microsoft Azure,99051,91537.26,7513.74,2024-08-21,Approved,Petty Cash,FY2024-2025,Under review
EXP-00241,Support,Recruitment,Oracle,308813,393590.64,-84777.64,2023-02-12,Approved,Petty Cash,FY2022-2023,
EXP-00703,Engineering,Utilities,TCS,279525,,-62165.66,2024-01-15,Approved,Bank Transfer,FY2023-2024,
EXP-00755,Finance,Travel,SAP,176344,147089.59,29254.41,2023-03-24,Pending,Vendor Credit,FY2022-2023,
EXP-00862,Sales,Maintenance,Internal,202059,214400.08,-12341.08,2024-11-10,Approved,Bank Transfer,FY2024-2025,Recurring
EXP-00123,HR,Cloud Infrastructure,Infosys,204347,265256.24,-60909.24,2023-04-25,Approved,Petty Cash,FY2023-2024,
EXP-00855,Marketing,Office Supplies,HubSpot,371913,475768.76,-103855.76,2024-01-05,Rejected,Credit Card,FY2023-2024,Recurring
EXP-00894,Support,Office Supplies,AWS,-108504,96552.71,11951.29,2023-01-30,Approved,Bank Transfer,FY2022-2023,Duplicate entry
EXP-00440,Sales,Recruitment,Oracle,151657,124726.85,26930.15,2025-03-05,Approved,Credit Card,FY2024-2025,Recurring
EXP-00058,HR,Travel,Internal,340393,291407.78,48985.22,2023-02-27,Approved,Petty Cash,FY2022-2023,
EXP-00552,Engineering,Salaries,Salesforce,177021,158438.09,18582.91,2024-07-27,Pending,Bank Transfer,FY2024-2025,
EXP-00380,Sales,Marketing Spend,Wipro,200091,186754.24,13336.76,2025-02-24,Approved,Bank Transfer,FY2024-2025,One-time
EXP-00918,,Office Supplies,Adobe,358325,461258.94,,2023-02-02,Approved,Bank Transfer,FY2022-2023,
EXP-00257,Operations,Cloud Infrastructure,Oracle,-35128,29966.82,,2023-08-12,Pending,Credit Card,FY2023-2024,Under review
EXP-00905,Finance,Hardware,Wipro,4358293,5166695.0,-808402.0,2024-01-22,Approved,Credit Card,FY2023-2024,Under review
EXP-00949,Finance,Hardware,Jira,132876,147462.63,-14586.63,2024-04-13,Approved,Credit Card,FY2024-2025,
EXP-00678,Engineering,Office Supplies,Freshdesk,54614,70308.76,-15694.76,2024-01-03,Approved,Vendor Credit,FY2023-2024,Urgent
EXP-00735,Support,Hardware,Infosys,414463,,54184.76,2023-12-28,Approved,Vendor Credit,FY2023-2024,Duplicate entry
EXP-00237,Marketing,Hardware,TCS,443121,551963.4,-108842.4,2024-11-22,Pending,Vendor Credit,FY2024-2025,Recurring
EXP-00305,Marketing,Cloud Infrastructure,TCS,234541,225716.25,8824.75,2024-11-26,Approved,Vendor Credit,FY2024-2025,Duplicate entry
EXP-00465,Finance,,Internal,-240438,254793.43,-14355.43,2024-08-28,Pending,Petty Cash,FY2024-2025,
EXP-00547,Finance,Training,Salesforce,93904,111592.85,-17688.85,2024-05-06,Approved,Credit Card,FY2024-2025,
EXP-00815,Operations,Recruitment,Freshdesk,169006,183369.65,-14363.65,2024-12-24,Approved,Petty Cash,FY2024-2025,
EXP-00446,Marketing,Cloud Infrastructure,Jira,155157,166937.55,-11780.55,2024-06-28,Approved,Vendor Credit,FY2024-2025,
EXP-00753,Finance,Recruitment,Slack,234555,295708.01,-61153.01,2023-06-12,Approved,Bank Transfer,FY2023-2024,
EXP-00812,HR,Utilities,HubSpot,285882,241023.36,44858.64,2023-03-25,Approved,Credit Card,FY2022-2023,
EXP-00852,Engineering,Cloud Infrastructure,Slack,170840,195983.39,-25143.39,2023-06-13,Approved,Bank Transfer,FY2023-2024,
EXP-00737,Finance,Marketing Spend,SAP,463398,404538.19,58859.81,2023-03-23,Approved,Petty Cash,FY2022-2023,
EXP-00064,Finance,Salaries,Freshdesk,268218,259866.86,8351.14,2023-07-31,Pending,Vendor Credit,FY2023-2024,
EXP-00504,Support,Hardware,Infosys,11967,12554.29,-587.29,2023-07-27,Pending,Vendor Credit,FY2023-2024,Under review
EXP-00688,Operations,Maintenance,Freshdesk,366725,418050.52,-51325.52,25/11/2024,Approved,Bank Transfer,FY2024-2025,One-time
EXP-00831,Marketing,Cloud Infrastructure,SAP,313933,404263.33,-90330.33,2024-08-25,Pending,Vendor Credit,FY2024-2025,Under review
EXP-00400,Marketing,Cloud Infrastructure,Infosys,369633,,-91374.27,14/10/2024,Approved,Bank Transfer,FY2024-2025,
EXP-00409,Marketing,Recruitment,Oracle,225458,282950.07,-57492.07,2024-11-19,Approved,Bank Transfer,FY2024-2025,
EXP-00087,Support,Cloud Infrastructure,HubSpot,355880,416455.43,,2024-05-27,Approved,Vendor Credit,FY2024-2025,One-time
EXP-00667,Operations,,Freshdesk,256522,314177.12,-57655.12,2023-05-30,Approved,Bank Transfer,FY2023-2024,One-time
EXP-00128,Marketing,Travel,TCS,341743,,53888.7,2023-10-11,Approved,Petty Cash,FY2023-2024,Recurring
EXP-00040,Engineering,Consulting Fees,Slack,433989,560209.31,,27/06/2023,Approved,Bank Transfer,FY2023-2024,Duplicate entry
EXP-00910,Marketing,Marketing Spend,Salesforce,353541,437206.53,-83665.53,2024-03-29,Approved,Credit Card,FY2023-2024,
EXP-00826,Marketing,Salaries,Slack,373087,,27056.95,2024-09-26,Pending,Petty Cash,FY2024-2025,Under review
EXP-00551,Finance,Maintenance,Oracle,279563,234612.89,44950.11,2024-11-26,Approved,Credit Card,FY2024-2025,
EXP-00425,Finance,Utilities,Wipro,487139,421965.28,65173.72,2023-05-01,Pending,Credit Card,FY2023-2024,Under review
EXP-00484,Operations,Office Supplies,Jira,101020,107948.77,-6928.77,2025-03-14,Approved,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00591,Operations,Marketing Spend,AWS,3871580,4477180.86,-605600.86,2024-08-04,Approved,Bank Transfer,FY2024-2025,Under review
EXP-00640,Engineering,Salaries,TCS,206855,241953.53,-35098.53,2024-07-02,Approved,Petty Cash,FY2024-2025,
EXP-00509,HR,Software Licenses,Zoom,110290,120734.21,-10444.21,2024-10-02,Approved,Credit Card,FY2024-2025,
EXP-00893,Marketing,Office Supplies,Microsoft Azure,192063,226771.37,-34708.37,2024-03-26,Approved,Petty Cash,FY2023-2024,Duplicate entry
EXP-00614,Engineering,Hardware,Zoom,224252,185020.29,39231.71,2024-06-01,Pending,Credit Card,FY2024-2025,One-time
EXP-00698,Engineering,Recruitment,Adobe,32855,38176.58,-5321.58,2024-12-10,Pending,Vendor Credit,FY2024-2025,Under review
EXP-00885,HR,Travel,Slack,136601,159694.84,-23093.84,2023-08-23,Approved,Credit Card,FY2023-2024,
EXP-00225,Finance,Office Supplies,HubSpot,360122,401001.23,-40879.23,2024-09-28,Approved,Vendor Credit,FY2024-2025,Urgent
EXP-00740,Engineering,Consulting Fees,Google Cloud,126970,120592.95,6377.05,2023-03-09,Approved,Vendor Credit,FY2022-2023,
EXP-00804,Engineering,Recruitment,Internal,441904,499211.03,-57307.03,2024-10-06,Approved,Bank Transfer,FY2024-2025,One-time
EXP-00069,Operations,Maintenance,Oracle,309027,360549.36,-51522.36,12/03/2025,Approved,Vendor Credit,FY2024-2025,
EXP-00204,Operations,Consulting Fees,Oracle,413361,485666.79,-72305.79,2024-06-06,Rejected,Vendor Credit,FY2024-2025,
EXP-00562,Marketing,Software Licenses,AWS,189952,208997.94,-19045.94,2023-11-28,Approved,Petty Cash,FY2023-2024,
EXP-00014,Marketing,Salaries,AWS,78379,88467.55,-10088.55,2025-03-28,Rejected,Bank Transfer,FY2024-2025,Duplicate entry
EXP-00921,Engineering,Salaries,Zoom,-60952,72912.62,-11960.62,2024-02-17,Approved,Vendor Credit,FY2023-2024,One-time
EXP-00304,Finance,Travel,Internal,269339,288948.13,-19609.13,2023-08-17,Approved,Vendor Credit,FY2023-2024,
