Ticket_ID,Client_ID,Product,Issue_Type,Priority,Created_Date,Resolved_Date,Resolution_Hours,SLA_Target_Hours,SLA_Met,Status,Assigned_Agent,Contact_Channel,Customer_Satisfaction
TKT-00938,CLI-0128,DevOps Accelerator,Server Downtime,Critical,2024-02-26,,,4,No,Escalated,Divya Verma,Portal,
TKT-02324,CLI-0292,AnalyticsEdge,Billing Query,Medium,2023-10-06,2023-10-06,4.5,24,Yes,Resolved,Priya Patel,Phone,3
TKT-00697,CLI-0045,SecureNet Suite,Onboarding Support,Low,2023-12-14,,,48,No,Escalated,Divya Verma,Portal,
TKT-00971,CLI-0082,CloudShift Platform,Onboarding Support,Medium,2025-02-14,,,24,No,In Progress,Karan Gupta,Portal,
TKT-02722,CLI-0148,DevOps Accelerator,Onboarding Support,Medium,2024-05-15,,,24,No,Escalated,Kavya Iyer,Portal,
TKT-03335,CLI-0066,DevOps Accelerator,Access Permission Issue,Critical,2023-04-13,2023-04-13,5.0,4,No,Resolved,Pooja Iyer,Chat,4
TKT-02696,CLI-0041,SecureNet Suite,Data Sync Error,Medium,2024-08-28,,,24,No,In Progress,Arjun Mishra,Email,
TKT-03261,CLI-0106,DevOps Accelerator,Security Alert,Medium,2024-03-28,2024-03-28,0.8,24,Yes,Resolved,Siddharth Reddy,Phone,4
TKT-02565,CLI-0178,DevOps Accelerator,Security Alert,Critical,2024-03-09,2024-03-09,3.6,4,Yes,Resolved,Kavya Iyer,Chat,
TKT-02017,CLI-0025,AnalyticsEdge,Dashboard Bug,High,2024-12-20,,,8,Yes,Escalated,Divya Verma,Portal,
TKT-01380,CLI-0300,DevOps Accelerator,Data Sync Error,Low,2024-11-07,2024-11-09,58.6,48,No,Resolved,Pooja Patel,Chat,3
TKT-01600,CLI-0242,CloudShift Platform,Onboarding Support,High,2024-04-05,,,8,No,Open,Pooja Patel,Chat,
TKT-00935,CLI-0160,CloudShift Platform,Security Alert,High,2023-02-09,2023-02-09,19.8,8,No,Resolved,Divya Reddy,Portal,4
TKT-02333,CLI-0193,AI Insights Module,Feature Request,High,2025-03-23,,,8,No,In Progress,Nikhil Mehta,Phone,
TKT-03504,CLI-0143,CloudShift Platform,Report Inaccuracy,High,2023-06-28,2023-06-28,9.1,8,No,Resolved,Ananya Joshi,Email,5
TKT-00608,CLI-0238,AI Insights Module,Dashboard Bug,Medium,2025-03-12,,,24,Yes,Escalated,Karan Gupta,Email,
TKT-02258,CLI-0115,AnalyticsEdge,Security Alert,Medium,2025-01-05,2025-01-07,51.6,24,No,Resolved,Kavya Iyer,Phone,2
TKT-03884,CLI-0176,DevOps Accelerator,Access Permission Issue,Medium,2024-02-17,2024-02-19,50.9,24,No,Resolved,Pooja Patel,Chat,2
TKT-02153,CLI-0212,CloudShift Platform,Performance Lag,Medium,2023-04-18,,,24,No,Open,Pooja Iyer,Email,
TKT-01518,CLI-0019,CloudShift Platform,API Integration Failure,Low,2024-07-22,,,48,Yes,Open,Ananya Joshi,Phone,
TKT-03680,CLI-0250,CloudShift Platform,Onboarding Support,Low,2023-05-05,2023-05-09,101.9,48,No,Resolved,Siddharth Reddy,Portal,4
TKT-01580,CLI-0082,AnalyticsEdge,Security Alert,High,2025-02-19,,,8,No,Escalated,Ananya Joshi,Email,
TKT-03525,CLI-0033,SecureNet Suite,Report Inaccuracy,Low,2023-08-20,2023-08-23,77.7,48,No,Resolved,Manish Nair,Phone,
TKT-02629,CLI-0224,CloudShift Platform,Performance Lag,Low,2023-01-26,2023-01-28,64.7,48,No,Resolved,Ananya Joshi,Phone,
TKT-02358,CLI-0035,SecureNet Suite,Dashboard Bug,High,2023-03-16,,,8,No,In Progress,Pooja Patel,Phone,
TKT-01307,CLI-0086,AnalyticsEdge,Onboarding Support,Low,2023-02-08,,,48,No,Escalated,Neha Gupta,Portal,
TKT-02429,CLI-0277,CloudShift Platform,Security Alert,Medium,2024-11-08,,,24,No,Escalated,Ananya Joshi,Portal,
TKT-00622,CLI-0201,DataVault Pro,Server Downtime,High,2025-03-06,,,8,Yes,In Progress,Deepika Mishra,Chat,
TKT-01141,CLI-0177,DevOps Accelerator,feature request,Low,2025-03-04,2025-03-04,5.8,48,Yes,Resolved,Rahul Das,Portal,3
TKT-02347,CLI-0050,AnalyticsEdge,Performance Lag,Low,2023-09-01,,,48,No,Open,Priya Patel,Phone,
TKT-00198,CLI-0183,DataVault Pro,Billing Query,Medium,2024-12-13,14-12-2024,30.0,24,No,Resolved,Rahul Das,Chat,4
TKT-02468,CLI-0013,DataVault Pro,Onboarding Support,Low,2023-06-25,2023-06-25,11.4,48,Yes,Resolved,Kavya Iyer,Phone,2
TKT-01049,CLI-0297,CloudShift Platform,API Integration Failure,Medium,2023-03-19,2023-03-20,31.0,24,No,Resolved,Nikhil Mehta,Chat,4
TKT-00442,CLI-0228,SecureNet Suite,API Integration Failure,Critical,2024-12-22,2024-12-22,6.8,4,No,Resolved,Rahul Das,Chat,4
TKT-02854,CLI-0103,AI Insights Module,Dashboard Bug,Low,2024-06-19,2024-06-22,76.9,48,No,Resolved,Priya Nair,Chat,4
TKT-00975,CLI-0220,SecureNet Suite,Server Downtime,Low,2023-07-24,2023-07-26,48.3,48,No,Resolved,Manish Nair,Phone,
TKT-00230,CLI-0270,AnalyticsEdge,Security Alert,Low,2023-01-14,2023-01-14,13.3,48,Yes,Resolved,,Chat,3
TKT-02721,CLI-0291,AnalyticsEdge,Security Alert,Medium,2025-02-02,2025-02-03,44.6,24,No,Resolved,Pooja Gupta,Chat,5
TKT-01945,CLI-0084,SecureNet Suite,Feature Request,High,04/06/2023,2023-04-06,3.5,8,Yes,Resolved,Arjun Mishra,Chat,3
TKT-02233,CLI-0291,CloudShift Platform,Access Permission Issue,Low,2023-08-28,2023-09-01,112.6,48,No,Resolved,Rahul Das,Chat,2
TKT-03033,CLI-0286,CloudShift Platform,Performance Lag,Medium,2023-11-10,2023-11-11,46.1,24,No,Resolved,Siddharth Reddy,Portal,4
TKT-01316,CLI-0242,DevOps Accelerator,Feature Request,Medium,2023-03-12,2023-03-12,11.9,24,Yes,Resolved,Priya Patel,Phone,3
TKT-03300,CLI-0116,CloudShift Platform,Performance Lag,Critical,2023-08-10,2023-08-10,2.3,4,Yes,Resolved,Divya Reddy,Email,3
TKT-03298,CLI-0183,DevOps Accelerator,Login Issue,High,11/17/2024,,,8,No,In Progress,Priya Patel,Chat,
TKT-03900,CLI-0024,AI Insights Module,Feature Request,High,2025-02-27,2025-02-27,16.9,8,No,Resolved,Karan Rao,Phone,4
TKT-02146,CLI-0123,DataVault Pro,Report Inaccuracy,High,2024-06-08,08-06-2024,6.9,8,Yes,Resolved,Karan Rao,Chat,
TKT-03408,CLI-0054,DataVault Pro,Billing Query,High,2024-07-21,,,8,Yes,Escalated,Pooja Gupta,Chat,
TKT-02362,CLI-0230,DevOps Accelerator,API Integration Failure,High,2024-08-18,2024-08-18,7.7,8,Yes,Resolved,Nikhil Mehta,Chat,3
TKT-00651,CLI-0125,AI Insights Module,Access Permission Issue,Low,2024-10-03,2024-10-07,97.3,48,,Resolved,Divya Reddy,Portal,
TKT-00918,CLI-0245,SecureNet Suite,Feature Request,Low,2023-12-08,,,48,Yes,Escalated,Pooja Patel,Email,
TKT-02386,CLI-0029,DataVault Pro,Performance Lag,Low,2024-03-21,,,48,No,Open,Arjun Mishra,Email,
TKT-01358,CLI-0023,CloudShift Platform,Performance Lag,Low,2023-12-04,2023-12-08,101.6,48,No,Resolved,Pooja Gupta,Portal,3
TKT-03109,CLI-0086,DataVault Pro,Onboarding Support,High,2024-12-25,,,8,No,In Progress,Priya Patel,Phone,
TKT-03075,CLI-0246,AI Insights Module,Billing Query,Medium,2023-03-14,,,24,No,Escalated,Pooja Patel,Portal,
TKT-02732,CLI-0282,CloudShift Platform,Dashboard Bug,Low,2024-12-22,,,48,Yes,Open,Priya Patel,Portal,
TKT-02957,CLI-0218,DataVault Pro,Performance Lag,High,2024-02-16,2024-02-16,10.3,8,No,Resolved,Karan Rao,Chat,3
TKT-01062,CLI-0300,AI Insights Module,Billing Query,High,2025-01-02,2025-01-02,5.2,8,Yes,Resolved,Siddharth Reddy,Phone,4
TKT-01594,CLI-0009,CloudShift Platform,Feature Request,Low,2024-06-25,2024-06-26,27.9,48,Yes,Resolved,Deepika Mishra,Portal,3
TKT-00821,CLI-0171,DataVault Pro,Access Permission Issue,Medium,02/09/2024,,,24,No,Escalated,Priya Nair,Phone,
TKT-00983,CLI-0012,CloudShift Platform,Billing Query,Medium,2023-03-01,2023-03-01,18.2,24,,Resolved,Priya Nair,Portal,4
TKT-02446,CLI-0230,DataVault Pro,Report Inaccuracy,High,2023-08-25,,,8,No,In Progress,Pooja Patel,Chat,
TKT-03351,CLI-0187,DevOps Accelerator,Feature Request,Low,02/15/2024,2024-02-17,61.5,48,No,Resolved,Deepika Mishra,Portal,
TKT-03370,CLI-0072,AnalyticsEdge,Access Permission Issue,Medium,2025-02-27,,,24,No,Escalated,Neha Gupta,Email,
TKT-01932,CLI-0101,AI Insights Module,Feature Request,High,2025-03-22,2025-03-22,16.4,8,No,Resolved,Karan Rao,Phone,3
TKT-00383,CLI-0142,DataVault Pro,access permission issue,Medium,2023-04-05,,,24,Yes,Open,Siddharth Reddy,Chat,
TKT-00526,CLI-0207,SecureNet Suite,Onboarding Support,Medium,2024-08-01,,,24,No,Open,Arjun Mishra,Portal,
TKT-02785,CLI-0188,AI Insights Module,API Integration Failure,Medium,2024-09-28,,,24,No,Open,Siddharth Reddy,Portal,
TKT-03483,CLI-0044,SecureNet Suite,Billing Query,Low,2024-09-25,,,48,No,Open,Nikhil Reddy,Phone,
TKT-02421,CLI-0031,AI Insights Module,Feature Request,Medium,2024-10-23,2024-10-24,26.5,24,No,Resolved,Pooja Patel,Phone,4
TKT-03119,CLI-0115,AnalyticsEdge,Server Downtime,Low,2024-03-14,2024-03-18,103.5,48,No,Resolved,Nikhil Reddy,Phone,5
TKT-00794,CLI-0092,DevOps Accelerator,Performance Lag,Low,2023-05-15,,,48,Yes,Open,Deepika Mishra,Portal,
TKT-01064,CLI-0004,DevOps Accelerator,Feature Request,Medium,2023-02-25,2023-02-25,17.7,24,Yes,Resolved,Divya Reddy,Portal,1
TKT-01732,CLI-0065,SecureNet Suite,API Integration Failure,Medium,2024-11-03,,,24,No,In Progress,Rahul Das,Email,
TKT-00705,CLI-0018,AnalyticsEdge,API Integration Failure,,2024-07-07,2024-07-07,6.1,24,Yes,Resolved,Deepika Mishra,Phone,5
TKT-02199,CLI-0097,CloudShift Platform,API Integration Failure,Medium,2023-12-26,2023-12-26,16.7,24,Yes,Resolved,Ananya Joshi,Phone,3
TKT-03861,CLI-0209,AI Insights Module,Security Alert,Critical,2024-09-06,,,4,No,Escalated,Karan Gupta,Chat,
TKT-03532,CLI-0233,CloudShift Platform,Feature Request,Medium,2023-08-17,,,24,No,Escalated,Karan Gupta,Portal,
TKT-01786,CLI-0205,SecureNet Suite,Performance Lag,Medium,2024-01-25,2024-01-25,21.5,24,Yes,Resolved,Rahul Das,Phone,4
TKT-03578,CLI-0288,CloudShift Platform,Login Issue,Critical,2023-06-04,,,4,Yes,Escalated,Deepika Mishra,Portal,
TKT-00592,CLI-0239,DevOps Accelerator,Access Permission Issue,Critical,2023-10-06,,,4,No,Open,Pooja Iyer,Email,
TKT-02725,CLI-0223,CloudShift Platform,Report Inaccuracy,Low,2024-07-11,2024-07-13,58.5,48,No,Resolved,Manish Nair,Phone,
TKT-00412,CLI-0184,CloudShift Platform,Login Issue,Critical,2024-08-15,15-08-2024,8.6,4,No,Resolved,Pooja Patel,Portal,
TKT-00418,CLI-0065,AnalyticsEdge,Login Issue,Critical,2023-11-04,,,4,No,Open,Ananya Joshi,Portal,
TKT-01755,CLI-0227,SecureNet Suite,Server Downtime,High,2024-03-29,2024-03-29,6.5,8,Yes,Resolved,Divya Reddy,Phone,5
TKT-02724,CLI-0049,CloudShift Platform,Dashboard Bug,Medium,2023-02-15,,,24,Yes,Escalated,Nikhil Reddy,Chat,
TKT-02931,CLI-0175,AnalyticsEdge,Login Issue,High,10/25/2023,2023-10-25,1.0,8,Yes,Resolved,Arjun Mishra,Email,4
TKT-00756,CLI-0292,SecureNet Suite,Dashboard Bug,Low,2024-01-25,,,48,No,In Progress,Neha Gupta,Phone,
TKT-00135,CLI-0223,DataVault Pro,Report Inaccuracy,Medium,2024-02-02,,,24,Yes,In Progress,Arjun Mishra,Chat,
TKT-02808,CLI-0133,DevOps Accelerator,Security Alert,Medium,2024-02-08,,,24,No,In Progress,Kavya Iyer,Portal,
TKT-02663,CLI-0235,CloudShift Platform,Server Downtime,Medium,2023-04-02,,,24,Yes,Open,Priya Nair,Portal,
TKT-00680,CLI-0224,SecureNet Suite,API Integration Failure,Medium,2024-12-29,,,24,No,In Progress,Arjun Mishra,Email,
TKT-02011,CLI-0180,SecureNet Suite,Access Permission Issue,Low,2024-11-04,2024-11-06,53.4,48,No,Resolved,Rahul Das,Chat,3
TKT-00373,CLI-0265,DevOps Accelerator,Server Downtime,Low,2023-12-31,,,48,Yes,Escalated,Deepika Mishra,Portal,
TKT-03042,CLI-0141,DataVault Pro,Onboarding Support,High,2024-03-09,,,8,No,In Progress,Pooja Gupta,Chat,
TKT-02094,CLI-0021,DevOps Accelerator,Performance Lag,,2024-04-24,2024-04-26,57.5,48,No,Resolved,Nikhil Mehta,Chat,3
TKT-01410,CLI-0135,SecureNet Suite,Access Permission Issue,Low,2023-10-12,2023-10-16,119.2,48,No,Resolved,Priya Nair,Portal,3
TKT-02427,CLI-0200,AI Insights Module,API Integration Failure,High,2023-12-15,2023-12-15,9.7,8,No,Resolved,Rahul Das,Email,3
TKT-00617,CLI-0048,CloudShift Platform,API Integration Failure,Medium,2024-09-21,,,24,No,Open,Priya Nair,Chat,
TKT-02123,CLI-0097,DevOps Accelerator,API Integration Failure,Medium,2023-09-29,2023-09-30,41.6,24,No,Resolved,,Email,
TKT-03205,CLI-0263,CloudShift Platform,Billing Query,Low,2025-02-20,2025-02-20,11.9,48,Yes,Resolved,Nikhil Mehta,Chat,2
TKT-01729,CLI-0034,SecureNet Suite,Performance Lag,High,2023-02-22,2023-02-22,1.5,8,Yes,Resolved,Nikhil Mehta,Chat,4
TKT-02156,CLI-0113,CloudShift Platform,Onboarding Support,Critical,05/20/2023,2023-05-20,1.4,4,Yes,Resolved,Pooja Iyer,Phone,4
TKT-02280,CLI-0078,AnalyticsEdge,Security Alert,Medium,2023-07-16,,,24,No,Escalated,Kavya Iyer,Email,
TKT-00353,CLI-0054,DataVault Pro,Data Sync Error,Medium,2023-12-15,17-12-2023,59.5,24,No,Resolved,Nikhil Reddy,Chat,4
TKT-03174,CLI-0004,AI Insights Module,Dashboard Bug,High,12/29/2024,2024-12-29,16.0,8,No,Resolved,Pooja Gupta,Chat,3
TKT-01396,CLI-0140,CloudShift Platform,Data Sync Error,Medium,2025-01-30,2025-01-30,1.3,24,Yes,Resolved,Deepika Mishra,Phone,5
TKT-00053,CLI-0011,DevOps Accelerator,Feature Request,Low,2023-11-26,,,48,Yes,Open,Priya Nair,Portal,
TKT-03770,CLI-0077,DevOps Accelerator,Data Sync Error,Medium,2023-02-08,,,24,No,In Progress,Nikhil Reddy,Phone,
TKT-00055,CLI-0267,DevOps Accelerator,Dashboard  Bug,Low,2025-01-15,2025-01-19,114.6,48,No,Resolved,Siddharth Reddy,Chat,3
TKT-01991,CLI-0290,AI Insights Module,Billing Query,Medium,2024-05-12,2024-05-12,10.6,24,Yes,Resolved,Nikhil Reddy,Email,4
TKT-01663,CLI-0042,SecureNet Suite,Security Alert,High,2023-10-19,2023-10-19,16.5,8,No,Resolved,Pooja Patel,Chat,5
TKT-03382,CLI-0195,AI Insights Module,Onboarding Support,Low,2024-06-18,2024-06-20,63.4,48,No,Resolved,Karan Rao,Phone,3
TKT-03472,CLI-0164,CloudShift Platform,Login Issue,High,01/14/2024,2024-01-14,5.3,8,Yes,Resolved,Deepika Mishra,Portal,4
TKT-01243,CLI-0223,AI Insights Module,Billing Query,Medium,04/10/2023,2023-04-10,14.1,24,Yes,Resolved,Deepika Mishra,Phone,
TKT-03510,CLI-0069,DataVault Pro,Data Sync Error,Medium,2023-06-25,2023-06-26,45.9,24,No,Resolved,Kavya Iyer,Email,
TKT-02922,CLI-0267,DevOps Accelerator,Server Downtime,High,2024-10-19,2024-10-19,9.1,8,No,Resolved,Pooja Iyer,Chat,4
TKT-00006,CLI-0183,CloudShift Platform,API Integration Failure,,2024-03-19,,,8,No,In Progress,Divya Reddy,Phone,
TKT-02091,CLI-0224,DevOps Accelerator,Report Inaccuracy,Medium,2023-11-24,2023-11-25,38.6,24,No,Resolved,Rahul Das,Phone,5
TKT-03842,CLI-0114,AI Insights Module,Dashboard Bug,Low,2025-02-18,,,48,No,In Progress,Priya Patel,Phone,
TKT-01397,CLI-0264,DataVault Pro,API Integration Failure,High,2024-06-14,,,8,No,Open,Rahul Das,Email,
TKT-01124,CLI-0249,AnalyticsEdge,feature request,Medium,2024-11-26,,,24,Yes,Escalated,Arjun Mishra,Email,
TKT-01352,CLI-0032,AnalyticsEdge,Access Permission Issue,Critical,2023-10-02,2023-10-02,8.3,4,No,Resolved,Arjun Mishra,Portal,4
TKT-00638,CLI-0179,DataVault Pro,Onboarding Support,High,2024-05-07,,,8,No,In Progress,Manish Nair,Phone,
TKT-00724,CLI-0197,AnalyticsEdge,Billing Query,Low,2024-12-27,2024-12-28,41.4,48,Yes,Resolved,Karan Rao,Phone,3
TKT-00780,CLI-0162,AI Insights Module,Billing Query,High,06/30/2024,,,8,No,Escalated,Siddharth Reddy,Email,
TKT-02112,CLI-0073,CloudShift Platform,Performance Lag,Medium,02/16/2025,,,24,Yes,Open,Deepika Mishra,Email,
TKT-01068,CLI-0244,CloudShift Platform,API Integration Failure,Critical,2024-06-22,22-06-2024,2.8,4,Yes,Resolved,Pooja Patel,Chat,3
TKT-02095,CLI-0104,AnalyticsEdge,Billing Query,High,2024-04-06,2024-04-06,6.0,8,Yes,Resolved,Rahul Das,Portal,4
TKT-00913,CLI-0258,SecureNet Suite,Onboarding Support,High,2023-05-20,2023-05-20,18.3,8,No,Resolved,Manish Nair,Phone,1
TKT-02607,CLI-0297,SecureNet Suite,security alert,High,2024-09-05,,,8,No,In Progress,Rahul Das,Email,
TKT-00271,CLI-0257,AnalyticsEdge,Billing Query,Medium,09/03/2024,,,24,No,Escalated,Karan Rao,Portal,
TKT-01798,CLI-0197,DevOps Accelerator,Security Alert,Medium,2024-09-13,,,24,Yes,Open,Ananya Joshi,Email,
TKT-01480,CLI-0219,CloudShift Platform,Server Downtime,Medium,2024-12-19,2024-12-19,16.8,24,Yes,Resolved,Nikhil Mehta,Portal,5
TKT-00226,CLI-0021,CloudShift Platform,Login Issue,Low,2025-03-10,2025-03-13,81.5,48,No,Resolved,Kavya Iyer,Portal,5
TKT-03459,CLI-0109,CloudShift Platform,Report Inaccuracy,Low,12/05/2024,,,48,No,Escalated,Karan Rao,Phone,
TKT-01773,CLI-0018,SecureNet Suite,Access Permission Issue,High,2025-02-16,,,8,No,In Progress,Rahul Das,Phone,
TKT-00260,CLI-0231,DataVault Pro,Dashboard Bug,Medium,2024-08-25,,,24,No,Escalated,Priya Patel,Portal,
TKT-01200,CLI-0244,DataVault Pro,Report Inaccuracy,High,2023-05-08,,,8,No,Open,Nikhil Mehta,Phone,
TKT-03373,CLI-0032,DataVault Pro,API Integration Failure,Low,2024-12-07,2024-12-07,6.4,48,Yes,Resolved,Nikhil Reddy,Phone,5
TKT-01290,CLI-0066,DevOps Accelerator,Onboarding Support,Medium,2024-05-29,,,24,Yes,In Progress,Pooja Iyer,Email,
TKT-00245,CLI-0204,DevOps Accelerator,Data Sync Error,Medium,2023-03-12,2023-03-13,26.4,24,No,Resolved,,Portal,4
TKT-03268,CLI-0047,DevOps Accelerator,Report Inaccuracy,Low,09/12/2023,2023-09-13,35.8,48,Yes,Resolved,Pooja Gupta,Chat,4
TKT-01050,CLI-0206,DataVault Pro,API Integration Failure,Medium,2023-08-17,2023-08-19,49.4,24,No,Resolved,Manish Nair,Email,4
TKT-03801,CLI-0287,CloudShift Platform,Data Sync Error,,2024-04-05,,,4,No,Escalated,Arjun Mishra,Portal,
TKT-01115,CLI-0063,DataVault Pro,Performance Lag,Medium,2023-10-05,,,24,No,Open,Manish Nair,Email,
TKT-01828,CLI-0026,DataVault Pro,Security Alert,Low,2023-02-23,,,48,No,Open,Ananya Joshi,Portal,
TKT-03381,CLI-0075,AnalyticsEdge,Access Permission Issue,Medium,2024-09-25,2024-09-25,3.6,24,Yes,Resolved,Divya Reddy,Phone,2
TKT-03634,CLI-0053,AI Insights Module,Server Downtime,Medium,2023-02-15,2023-02-16,43.9,24,No,Resolved,Rahul Das,Portal,5
TKT-01740,CLI-0173,DataVault Pro,Feature Request,High,2024-10-06,2024-10-06,11.0,8,No,Resolved,Pooja Iyer,Portal,4
TKT-02820,CLI-0185,AnalyticsEdge,Billing Query,Critical,2023-03-20,2023-03-20,5.8,4,No,Resolved,Divya Reddy,Chat,4
TKT-03935,CLI-0158,AI Insights Module,Access Permission Issue,Low,2024-08-30,,,48,Yes,In Progress,Nikhil Reddy,Portal,
TKT-02748,CLI-0048,AI Insights Module,Onboarding Support,Medium,2024-01-14,2024-01-14,6.5,24,Yes,Resolved,Neha Gupta,Portal,4
TKT-00812,CLI-0185,AnalyticsEdge,Report Inaccuracy,Low,2024-06-03,2024-06-05,66.7,48,No,Resolved,Kavya Iyer,Chat,5
TKT-00559,CLI-0133,CloudShift Platform,Report Inaccuracy,Medium,2024-07-14,,,24,No,In Progress,Rahul Das,Phone,
TKT-03566,CLI-0279,DataVault Pro,Feature Request,High,2023-09-30,2023-09-30,5.7,8,Yes,Resolved,Priya Patel,Email,
TKT-03705,CLI-0190,AnalyticsEdge,Billing Query,Low,2024-12-29,,,48,Yes,Open,Priya Patel,Chat,
TKT-00499,CLI-0141,CloudShift Platform,Access Permission Issue,Low,2023-04-20,,,48,No,In Progress,Nikhil Reddy,Chat,
TKT-02598,CLI-0201,AI Insights Module,Feature Request,High,2023-11-29,,,8,Yes,Open,Kavya Iyer,Phone,
TKT-00425,CLI-0232,AnalyticsEdge,Data Sync Error,Medium,2024-04-28,2024-04-29,29.1,24,No,Resolved,Rahul Das,Chat,5
TKT-01960,CLI-0225,CloudShift Platform,Login Issue,High,2024-06-22,2024-06-22,9.2,8,No,Resolved,Pooja Gupta,Phone,5
TKT-02210,CLI-0269,CloudShift Platform,api integration failure,Medium,2024-12-26,2024-12-26,7.1,24,Yes,Resolved,Nikhil Reddy,Phone,2
TKT-01407,CLI-0179,CloudShift Platform,Billing Query,High,2024-09-23,2024-09-23,11.0,8,No,Resolved,Karan Gupta,Portal,5
TKT-00125,CLI-0027,SecureNet Suite,Performance Lag,Medium,2023-04-21,2023-04-22,43.0,24,No,Resolved,Deepika Mishra,Email,5
TKT-03985,CLI-0016,SecureNet Suite,Billing Query,Medium,2023-01-11,2023-01-11,23.0,24,,Resolved,Divya Verma,Email,4
TKT-03700,CLI-0234,DevOps Accelerator,Dashboard Bug,Critical,2023-03-03,2023-03-03,5.5,4,No,Resolved,Nikhil Reddy,Phone,
TKT-00319,CLI-0054,AI Insights Module,Performance Lag,Low,2024-11-30,,,48,No,In Progress,Deepika Mishra,Phone,
TKT-01783,CLI-0286,CloudShift Platform,Onboarding Support,Medium,2024-09-23,2024-09-23,23.1,24,Yes,Resolved,Divya Reddy,Email,5
TKT-03025,CLI-0179,CloudShift Platform,Data Sync Error,Low,2024-05-02,2024-05-03,39.1,48,Yes,Resolved,Ananya Joshi,Portal,5
TKT-01516,CLI-0261,CloudShift Platform,API Integration Failure,High,2024-01-03,,,8,No,Open,Priya Nair,Chat,
TKT-03709,CLI-0263,DataVault Pro,Security Alert,High,2025-01-10,,,8,Yes,In Progress,Deepika Mishra,Phone,
TKT-03315,CLI-0056,DataVault Pro,Dashboard Bug,Critical,2024-08-03,2024-08-03,7.3,4,No,Resolved,Rahul Das,Portal,2
TKT-03187,CLI-0291,SecureNet Suite,Server Downtime,Medium,2023-06-03,2023-06-03,21.3,24,Yes,Resolved,Divya Reddy,Portal,
TKT-00898,CLI-0077,DataVault Pro,Performance Lag,Medium,2023-11-13,,,24,Yes,Open,Nikhil Reddy,Chat,
TKT-03003,CLI-0188,CloudShift Platform,Performance Lag,Critical,2024-09-04,2024-09-04,6.2,4,No,Resolved,Priya Patel,Phone,4
TKT-02569,CLI-0048,CloudShift Platform,Dashboard Bug,Medium,2024-01-25,2024-01-25,1.6,24,Yes,Resolved,Manish Nair,Chat,4
TKT-02630,CLI-0022,DevOps Accelerator,Server Downtime,Critical,2023-03-22,2023-03-22,4.4,4,No,Resolved,Nikhil Mehta,Chat,5
TKT-01425,CLI-0150,AnalyticsEdge,Security Alert,Critical,2025-01-21,,,4,No,Escalated,Ananya Joshi,Email,
TKT-00728,CLI-0161,CloudShift Platform,Onboarding Support,Low,2024-05-25,,,48,No,In Progress,Rahul Das,Email,
TKT-00142,CLI-0261,DataVault Pro,API Integration Failure,Medium,2025-02-19,,,24,No,In Progress,Priya Patel,Email,
TKT-03635,CLI-0143,AI Insights Module,Access Permission Issue,Medium,2023-04-28,,,24,No,In Progress,Rahul Das,Phone,
TKT-00145,CLI-0013,SecureNet Suite,Data Sync Error,Medium,01/25/2024,,,24,Yes,Escalated,Pooja Gupta,Chat,
TKT-00650,CLI-0097,DataVault Pro,Report Inaccuracy,Medium,2023-08-27,2023-08-27,17.8,24,Yes,Resolved,Manish Nair,Portal,5
TKT-00993,CLI-0219,AI Insights Module,Onboarding Support,Medium,2024-01-26,2024-01-27,46.0,24,No,Resolved,Siddharth Reddy,Chat,
TKT-00689,CLI-0177,DataVault Pro,API Integration Failure,High,2023-04-28,,,8,Yes,Open,Karan Rao,Phone,
TKT-01302,CLI-0054,AI Insights Module,Data Sync Error,Low,2023-11-03,2023-11-06,73.5,48,No,Resolved,Priya Nair,Chat,4
TKT-03961,CLI-0280,CloudShift Platform,Billing Query,Critical,2024-04-21,2024-04-21,1.7,4,Yes,Resolved,Rahul Das,Chat,4
TKT-03124,CLI-0201,AnalyticsEdge,Access Permission Issue,Medium,2024-04-07,2024-04-08,27.9,24,No,Resolved,Manish Nair,Phone,4
TKT-02736,CLI-0201,CloudShift Platform,Access Permission Issue,,2023-08-09,2023-08-10,39.6,48,Yes,Resolved,,Chat,4
TKT-02463,CLI-0104,AnalyticsEdge,Security Alert,Medium,2024-04-23,2024-04-25,59.6,24,No,Resolved,Priya Patel,Portal,4
TKT-01092,CLI-0184,SecureNet Suite,Dashboard Bug,High,2024-07-25,2024-07-25,8.0,8,Yes,Resolved,Pooja Patel,Portal,5
TKT-02972,CLI-0300,DevOps Accelerator,Performance Lag,Medium,2024-10-10,2024-10-11,28.4,24,No,Resolved,Rahul Das,Portal,3
TKT-02821,CLI-0277,AI Insights Module,Billing Query,Medium,2023-07-22,,,24,,Open,Pooja Patel,Email,
TKT-03152,CLI-0104,DevOps Accelerator,Login Issue,High,2024-02-27,2024-02-27,3.0,8,Yes,Resolved,Siddharth Reddy,Email,4
TKT-01940,CLI-0049,CloudShift Platform,Access Permission Issue,Low,2023-01-06,,,48,Yes,In Progress,Priya Patel,Email,
TKT-02490,CLI-0100,DataVault Pro,Server Downtime,Medium,2024-10-10,2024-10-11,35.6,24,No,Resolved,Rahul Das,Chat,3
TKT-02874,CLI-0215,CloudShift Platform,Security Alert,High,2024-10-17,2024-10-17,5.0,8,Yes,Resolved,Rahul Das,Phone,4
